"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"BP" "GO:0002697" "regulation of immune effector process" "17/334" "229/9111" 0.00446147326639882 0.0136986080573936 0.0072575650285295 "WAS/GAB2/FCGR2B/GATA3/BCL6/RAC2/RARA/IRF4/VAV1/KIT/TNFSF13/SYK/STAT6/IL7R/MYD88/FES/LYN" 17
"BP" "GO:0042698" "ovulation cycle" "6/334" "43/9111" 0.00449758993792276 0.0137879241534445 0.0073048849731887 "PGR/ESR1/INHBA/PDGFRA/IGF1R/SRC" 6
"BP" "GO:0051153" "regulation of striated muscle cell differentiation" "6/334" "43/9111" 0.00449758993792276 0.0137879241534445 0.0073048849731887 "IGF1/HDAC4/YY1/FOXP1/NRG1/FRS2" 6
"BP" "GO:0007229" "integrin-mediated signaling pathway" "7/334" "57/9111" 0.00456810803621562 0.0139713608215979 0.00740207028881803 "CDC42/CDH17/TEC/VAV1/SYK/PTPN11/SRC" 7
"BP" "GO:0021766" "hippocampus development" "7/334" "57/9111" 0.00456810803621562 0.0139713608215979 0.00740207028881803 "CRKL/CDK6/SMO/RARA/NKX2-1/IGF1R/HSD3B1" 7
"BP" "GO:0032204" "regulation of telomere maintenance" "7/334" "57/9111" 0.00456810803621562 0.0139713608215979 0.00740207028881803 "MAPK1/YY1/HNRNPA2B1/MYC/CTNNB1/AURKB/SRC" 7
"BP" "GO:0050803" "regulation of synapse structure or activity" "12/334" "138/9111" 0.00468102314347997 0.0143055567095135 0.00757912830658545 "FYN/CTNNA2/CDC42/FCGR2B/CHD4/EPHA7/AKT1/NTRK2/EPHB1/CTNNB1/CDH2/NTRK1" 12
"BP" "GO:0010565" "regulation of cellular ketone metabolic process" "9/334" "88/9111" 0.00479922279990229 0.0145163599507829 0.00769081251751603 "TRIB3/AKT2/CREB1/SOX9/PPARG/AKT1/PDK1/FGF19/IRS2" 9
"BP" "GO:0048706" "embryonic skeletal system development" "9/334" "88/9111" 0.00479922279990229 0.0145163599507829 0.00769081251751603 "FGFR2/COL1A1/HOXC11/PDGFRA/ZEB1/CTNNB1/CHST11/PBX1/PAX5" 9
"BP" "GO:0002467" "germinal center formation" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "BCL3/BCL6/KLHL6" 3
"BP" "GO:0006337" "nucleosome disassembly" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "SMARCE1/NFE2/HMGA1" 3
"BP" "GO:0030903" "notochord development" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "GLI1/SOX9/YAP1" 3
"BP" "GO:0031268" "pseudopodium organization" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "CDC42/CCR7/KIT" 3
"BP" "GO:0032331" "negative regulation of chondrocyte differentiation" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "SOX9/CTNNB1/PTPN11" 3
"BP" "GO:0032352" "positive regulation of hormone metabolic process" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "HIF1A/GATA3/IGF1R" 3
"BP" "GO:0032736" "positive regulation of interleukin-13 production" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "GATA3/RARA/IRF4" 3
"BP" "GO:0033005" "positive regulation of mast cell activation" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "GAB2/SYK/CRLF2" 3
"BP" "GO:0036302" "atrioventricular canal development" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "FOXN4/GATA6/PTPN11" 3
"BP" "GO:0050966" "detection of mechanical stimulus involved in sensory perception of pain" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "FYN/CXCR4/NTRK1" 3
"BP" "GO:0061323" "cell proliferation involved in heart morphogenesis" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "SOX9/PIM1/CTNNB1" 3
"BP" "GO:0070141" "response to UV-A" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "CCND1/AKT1/EGFR" 3
"BP" "GO:0071391" "cellular response to estrogen stimulus" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "ESR1/RARA/MDM2" 3
"BP" "GO:0071498" "cellular response to fluid shear stress" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "NFE2L2/KLF4/SRC" 3
"BP" "GO:0072079" "nephron tubule formation" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "GATA3/SOX9/CTNNB1" 3
"BP" "GO:0072234" "metanephric nephron tubule development" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "WWTR1/SOX9/YAP1" 3
"BP" "GO:0090190" "positive regulation of branching involved in ureteric bud morphogenesis" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "VEGFA/SOX9/SMO" 3
"BP" "GO:0090520" "sphingolipid mediated signaling pathway" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "PIK3CB/PIK3CG/AKT1" 3
"BP" "GO:1903376" "regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "HIF1A/MCL1/CTNNB1" 3
"BP" "GO:1904044" "response to aldosterone" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "SGK1/INHBA/IGF1R" 3
"BP" "GO:2000136" "regulation of cell proliferation involved in heart morphogenesis" "3/334" "10/9111" 0.00483508727208799 0.0145163599507829 0.00769081251751603 "SOX9/PIM1/CTNNB1" 3
"BP" "GO:0043525" "positive regulation of neuron apoptotic process" "5/334" "31/9111" 0.00497772313922103 0.0149217613432416 0.00790559543240041 "MYB/EPHA7/MCL1/CTNNB1/DDIT3" 5
"BP" "GO:0045428" "regulation of nitric oxide biosynthetic process" "5/334" "31/9111" 0.00497772313922103 0.0149217613432416 0.00790559543240041 "HSP90AA1/JAK2/KLF4/AKT1/INSR" 5
"BP" "GO:0001738" "morphogenesis of a polarized epithelium" "7/334" "58/9111" 0.00503592627474596 0.0150488429088562 0.00797292363994608 "CDC42/TP63/NHERF1/YAP1/SFRP2/RSPO3/MLLT3" 7
"BP" "GO:0009408" "response to heat" "7/334" "58/9111" 0.00503592627474596 0.0150488429088562 0.00797292363994608 "IGF1/PRKACA/HSP90AA1/AKT1/PSIP1/HDAC2/LYN" 7
"BP" "GO:1903432" "regulation of TORC1 signaling" "7/334" "58/9111" 0.00503592627474596 0.0150488429088562 0.00797292363994608 "PRKACA/RHEB/RRAGC/PIM1/AKT1/SYK/SRC" 7
"BP" "GO:1990830" "cellular response to leukemia inhibitory factor" "7/334" "58/9111" 0.00503592627474596 0.0150488429088562 0.00797292363994608 "JARID2/FGF4/KLF5/SRSF3/CREB1/KLF4/EIF4A2" 7
"BP" "GO:1990138" "neuron projection extension" "10/334" "105/9111" 0.00504078186474173 0.0150488429088562 0.00797292363994608 "MAP3K13/DNM2/HSP90AA1/AURKA/VEGFA/BCL11A/CXCR4/IQGAP1/CTNNB1/CDH4" 10
"BP" "GO:0007589" "body fluid secretion" "6/334" "44/9111" 0.00505079666436382 0.0150488429088562 0.00797292363994608 "FGF10/HIF1A/CCND1/VEGFA/CREB1/ALOX12B" 6
"BP" "GO:0045670" "regulation of osteoclast differentiation" "6/334" "44/9111" 0.00505079666436382 0.0150488429088562 0.00797292363994608 "TFE3/CREB1/NOTCH2/CTNNB1/MITF/MAFB" 6
"BP" "GO:0046637" "regulation of alpha-beta T cell differentiation" "6/334" "44/9111" 0.00505079666436382 0.0150488429088562 0.00797292363994608 "GATA3/BCL6/RARA/IRF4/ITPKB/SYK" 6
"BP" "GO:2001235" "positive regulation of apoptotic signaling pathway" "8/334" "73/9111" 0.00506077328803795 0.0150671277558884 0.0079826110086055 "TP63/JAK2/NHERF1/INHBA/MYC/MCL1/DDIT3/LTB" 8
"BP" "GO:0006914" "autophagy" "21/334" "311/9111" 0.00508189368990774 0.0151070839690894 0.00800377993426458 "HGF/PIK3CB/PRKACA/HSP90AA1/HIF1A/TRIB3/MET/RHEB/TFEB/RRAGC/PIK3CA/KDR/PIK3C2B/AKT1/ABL2/MCL1/SQSTM1/DDIT3/CALR/SRC/TRIM27" 21
"BP" "GO:0061919" "process utilizing autophagic mechanism" "21/334" "311/9111" 0.00508189368990774 0.0151070839690894 0.00800377993426458 "HGF/PIK3CB/PRKACA/HSP90AA1/HIF1A/TRIB3/MET/RHEB/TFEB/RRAGC/PIK3CA/KDR/PIK3C2B/AKT1/ABL2/MCL1/SQSTM1/DDIT3/CALR/SRC/TRIM27" 21
"BP" "GO:0032496" "response to lipopolysaccharide" "15/334" "195/9111" 0.00532821404105961 0.0158273367881286 0.00838537211131338 "FGFR2/FGF10/JAK2/MAPK1/FOXP1/CD274/CCR7/RARA/CDK4/AKT1/MYD88/HDAC2/SRC/PDCD1LG2/LYN" 15
"BP" "GO:0007435" "salivary gland morphogenesis" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "HGF/FGFR2/FGF10/EGFR" 4
"BP" "GO:0010614" "negative regulation of cardiac muscle hypertrophy" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "JARID2/YY1/FOXP1/PPARG" 4
"BP" "GO:0010662" "regulation of striated muscle cell apoptotic process" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "JAK2/NFE2L2/GATA6/SFRP2" 4
"BP" "GO:0010712" "regulation of collagen metabolic process" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "MYB/INHBA/DDR2/HDAC2" 4
"BP" "GO:0030325" "adrenal gland development" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "PDGFRA/INSR/WT1/PBX1" 4
"BP" "GO:0040018" "positive regulation of multicellular organism growth" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "CREB1/SMO/IGF2/POU3F2" 4
"BP" "GO:0050869" "negative regulation of B cell activation" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "FCGR2B/BCL6/INHBA/LYN" 4
"BP" "GO:0050974" "detection of mechanical stimulus involved in sensory perception" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "FYN/CXCR4/KIT/NTRK1" 4
"BP" "GO:0051154" "negative regulation of striated muscle cell differentiation" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "HDAC4/YY1/FOXP1/FRS2" 4
"BP" "GO:0071392" "cellular response to estradiol stimulus" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "ESR1/NCOA3/IGF1R/EGFR" 4
"BP" "GO:0071404" "cellular response to low-density lipoprotein particle stimulus" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "PPARG/AKT1/SYK/MYD88" 4
"BP" "GO:0071425" "hematopoietic stem cell proliferation" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "MECOM/KAT7/PIM1/SFRP2" 4
"BP" "GO:1990000" "amyloid fibril formation" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "FUS/MDM2/USP8/FURIN" 4
"BP" "GO:2000273" "positive regulation of signaling receptor activity" "4/334" "20/9111" 0.00539407331553451 0.0158549390937509 0.00839999589842748 "JAK2/HIF1A/NCOA3/HDAC2" 4
"BP" "GO:0045089" "positive regulation of innate immune response" "14/334" "177/9111" 0.00548969936215731 0.0161239373481327 0.00854251200776922 "FYN/HSP90AA1/ESR1/IKBKB/ECSIT/IRF4/VAV1/PAK1/SYK/MYD88/SRC/PRKDC/LYN/IKBKE" 14
"BP" "GO:0045739" "positive regulation of DNA repair" "8/334" "74/9111" 0.00549824692655975 0.0161369640537176 0.00854941359678424 "WAS/FGF10/SMARCE1/FUS/YY1/EGFR/TRRAP/PRKDC" 8
"BP" "GO:0030510" "regulation of BMP signaling pathway" "7/334" "59/9111" 0.00553887589847059 0.0162319260833447 0.00859972477456029 "HOXA13/KDR/PPARG/NOTCH2/GATA6/SFRP2/SKI" 7
"BP" "GO:1990823" "response to leukemia inhibitory factor" "7/334" "59/9111" 0.00553887589847059 0.0162319260833447 0.00859972477456029 "JARID2/FGF4/KLF5/SRSF3/CREB1/KLF4/EIF4A2" 7
"BP" "GO:0060395" "SMAD protein signal transduction" "6/334" "45/9111" 0.00565234931549431 0.0165028413050593 0.00874325649913947 "WWTR1/JAK2/INHBA/PPARG/SKI/JUN" 6
"BP" "GO:0060411" "cardiac septum morphogenesis" "6/334" "45/9111" 0.00565234931549431 0.0165028413050593 0.00874325649913947 "FGFR2/SMO/NOTCH2/MDM2/GATA6/HEY1" 6
"BP" "GO:0071868" "cellular response to monoamine stimulus" "6/334" "45/9111" 0.00565234931549431 0.0165028413050593 0.00874325649913947 "PRKACA/GNB1/GNAS/NHERF1/NCSTN/HDAC2" 6
"BP" "GO:0071870" "cellular response to catecholamine stimulus" "6/334" "45/9111" 0.00565234931549431 0.0165028413050593 0.00874325649913947 "PRKACA/GNB1/GNAS/NHERF1/NCSTN/HDAC2" 6
"BP" "GO:1900076" "regulation of cellular response to insulin stimulus" "6/334" "45/9111" 0.00565234931549431 0.0165028413050593 0.00874325649913947 "PPARG/NCOA2/IGF2/PTPN11/PTPN1/SRC" 6
"BP" "GO:0007632" "visual behavior" "5/334" "32/9111" 0.005725917518256 0.0166433335863974 0.00881768974546245 "HIF1A/KMT2A/KRAS/KIT/BRAF" 5
"BP" "GO:0016445" "somatic diversification of immunoglobulins" "5/334" "32/9111" 0.005725917518256 0.0166433335863974 0.00881768974546245 "YY1/BCL6/TNFSF13/STAT6/PRKDC" 5
"BP" "GO:0043954" "cellular component maintenance" "5/334" "32/9111" 0.005725917518256 0.0166433335863974 0.00881768974546245 "FYN/FCGR2B/ERC1/IGF1R/INSR" 5
"BP" "GO:0080164" "regulation of nitric oxide metabolic process" "5/334" "32/9111" 0.005725917518256 0.0166433335863974 0.00881768974546245 "HSP90AA1/JAK2/KLF4/AKT1/INSR" 5
"BP" "GO:1902692" "regulation of neuroblast proliferation" "5/334" "32/9111" 0.005725917518256 0.0166433335863974 0.00881768974546245 "SOX10/HIF1A/VEGFA/SMO/CTNNB1" 5
"BP" "GO:1904894" "positive regulation of receptor signaling pathway via STAT" "5/334" "32/9111" 0.005725917518256 0.0166433335863974 0.00881768974546245 "JAK2/TYK2/KIT/IL7R/CRLF2" 5
"BP" "GO:1905475" "regulation of protein localization to membrane" "10/334" "107/9111" 0.00575823461267414 0.0167248798076487 0.0088608931863582 "FYN/CRKL/AKT2/PIK3CA/ERBB2/AKT1/EGFR/SQSTM1/PRKCI/CDH2" 10
"BP" "GO:0010639" "negative regulation of organelle organization" "15/334" "197/9111" 0.00584829186920639 0.0169738885316316 0.00899281878050655 "WAS/IGF1/HGF/CTNNA2/TRIP13/MET/PIK3CA/PPARG/YAP1/AKT1/NUF2/ATXN7/AURKB/SRC/TMSB4X" 15
"BP" "GO:0009913" "epidermal cell differentiation" "13/334" "160/9111" 0.0058743245015597 0.01702795965398 0.00902146582880266 "TP63/NHERF1/GLI1/MYCL/NCOA3/KLF4/YAP1/GATA6/CTNNB1/MAP2K1/ETV4/HDAC2/MAFB" 13
"BP" "GO:0002218" "activation of innate immune response" "12/334" "142/9111" 0.00587560075726019 0.01702795965398 0.00902146582880266 "FYN/HSP90AA1/ESR1/IKBKB/ECSIT/IRF4/PAK1/SYK/MYD88/SRC/PRKDC/LYN" 12
"BP" "GO:0010821" "regulation of mitochondrion organization" "8/334" "75/9111" 0.00596399657604732 0.017271381966354 0.009150431724757 "IGF1/HGF/AURKA/HIF1A/KDR/PPARG/AKT1/SQSTM1" 8
"BP" "GO:0051168" "nuclear export" "9/334" "91/9111" 0.0059842021084072 0.0173043545124465 0.00916790068192547 "PRKACA/XPO1/SRSF3/HNRNPA2B1/NUP214/MDM2/RANBP2/CALR/PTPN11" 9
"BP" "GO:0055001" "muscle cell development" "9/334" "91/9111" 0.0059842021084072 0.0173043545124465 0.00916790068192547 "IGF1/YY1/NFATC2/VEGFA/FOXP1/SMO/PDGFRA/SKI/SMYD3" 9
"BP" "GO:0019217" "regulation of fatty acid metabolic process" "7/334" "60/9111" 0.00607853750260443 0.0175539447965555 0.00930013438843209 "TRIB3/AKT2/SOX9/PPARG/AKT1/PDK1/IRS2" 7
"BP" "GO:0009743" "response to carbohydrate" "11/334" "125/9111" 0.00608393601511608 0.0175539447965555 0.00930013438843209 "NADK/PRKACA/HIF1A/PIK3CA/RAF1/KAT7/IGF1R/LRP5/ZBTB20/IRS2/LYN" 11
"BP" "GO:0045926" "negative regulation of growth" "11/334" "125/9111" 0.00608393601511608 0.0175539447965555 0.00930013438843209 "JARID2/FGFR3/HIF1A/YY1/BCL6/FOXP1/BCL11A/INHBA/EPHA7/SFRP2/WT1" 11
"BP" "GO:0043123" "positive regulation of canonical NF-kappaB signal transduction" "10/334" "108/9111" 0.00614564216168868 0.0176929565975542 0.00937378327168022 "FYN/IKBKB/CCR7/BRD4/CTNNB1/CANT1/MYD88/CARD11/LTB/IKBKE" 10
"BP" "GO:0048167" "regulation of synaptic plasticity" "10/334" "108/9111" 0.00614564216168868 0.0176929565975542 0.00937378327168022 "ERC1/MAPK1/KMT2A/RARA/KRAS/NTRK2/KIT/BRAF/SQSTM1/NCSTN" 10
"BP" "GO:0120032" "regulation of plasma membrane bounded cell projection assembly" "10/334" "108/9111" 0.00614564216168868 0.0176929565975542 0.00937378327168022 "WAS/CDC42/HSP90AA1/KLF5/PIK3CA/CCR7/RAC2/YAP1/AKT1/KIT" 10
"BP" "GO:0043122" "regulation of canonical NF-kappaB signal transduction" "12/334" "143/9111" 0.00620910433218325 0.0178625552782163 0.00946363717862473 "FYN/ESR1/IKBKB/CCR7/BRD4/SQSTM1/CTNNB1/CANT1/MYD88/CARD11/LTB/IKBKE" 12
"BP" "GO:0008589" "regulation of smoothened signaling pathway" "6/334" "46/9111" 0.00630461193944926 0.0180842816157887 0.00958110847984941 "FGFR2/FGF10/PRKACA/GLI1/SMO/FOXA1" 6
"BP" "GO:0008630" "intrinsic apoptotic signaling pathway in response to DNA damage" "6/334" "46/9111" 0.00630461193944926 0.0180842816157887 0.00958110847984941 "BCL3/TP63/MCL1/SFRP2/PRKDC/IKBKE" 6
"BP" "GO:0071867" "response to monoamine" "6/334" "46/9111" 0.00630461193944926 0.0180842816157887 0.00958110847984941 "PRKACA/GNB1/GNAS/NHERF1/NCSTN/HDAC2" 6
"BP" "GO:0071869" "response to catecholamine" "6/334" "46/9111" 0.00630461193944926 0.0180842816157887 0.00958110847984941 "PRKACA/GNB1/GNAS/NHERF1/NCSTN/HDAC2" 6
"BP" "GO:0007584" "response to nutrient" "9/334" "92/9111" 0.00642556868689836 0.0181712938226847 0.00962720781688993 "COL1A1/FGF23/RARA/PPARG/MDM2/PIM1/IGF1R/SFRP2/FES" 9
"BP" "GO:0003159" "morphogenesis of an endothelium" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "FOXP1/CXCR4/CTNNB1" 3
"BP" "GO:0010838" "positive regulation of keratinocyte proliferation" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "FGF10/TP63/NOTCH2" 3
"BP" "GO:0030220" "platelet formation" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "MPL/PTPN11/PRKDC" 3
"BP" "GO:0032148" "activation of protein kinase B activity" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "IGF1/NRG1/INSR" 3
"BP" "GO:0032528" "microvillus organization" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "KLF5/NHERF1/PTPN11" 3
"BP" "GO:0033623" "regulation of integrin activation" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "CDH17/RAP1B/SRC" 3
"BP" "GO:0035855" "megakaryocyte development" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "FLI1/KIT/PTPN11" 3
"BP" "GO:0036342" "post-anal tail morphogenesis" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "TP63/SFRP2/CHST11" 3
"BP" "GO:0036480" "neuron intrinsic apoptotic signaling pathway in response to oxidative stress" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "HIF1A/MCL1/CTNNB1" 3
"BP" "GO:0048557" "embryonic digestive tract morphogenesis" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "FGFR2/FGF10/PDGFRA" 3
"BP" "GO:0061050" "regulation of cell growth involved in cardiac muscle cell development" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "IGF1/YY1/FOXP1" 3
"BP" "GO:0061154" "endothelial tube morphogenesis" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "FOXP1/CXCR4/CTNNB1" 3
"BP" "GO:0061298" "retina vasculature development in camera-type eye" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "HIF1A/PDGFRA/LRP5" 3
"BP" "GO:0070341" "fat cell proliferation" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "FGF10/E2F3/SQSTM1" 3
"BP" "GO:0071397" "cellular response to cholesterol" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "LRP6/INHBA/SMO" 3
"BP" "GO:0072077" "renal vesicle morphogenesis" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "SOX9/SMO/CTNNB1" 3
"BP" "GO:0072087" "renal vesicle development" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "SOX9/SMO/CTNNB1" 3
"BP" "GO:0072243" "metanephric nephron epithelium development" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "WWTR1/SOX9/YAP1" 3
"BP" "GO:0090189" "regulation of branching involved in ureteric bud morphogenesis" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "VEGFA/SOX9/SMO" 3
"BP" "GO:0090201" "negative regulation of release of cytochrome c from mitochondria" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "IGF1/HGF/AKT1" 3
"BP" "GO:0099170" "postsynaptic modulation of chemical synaptic transmission" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "PRKACA/USP8/GRM3" 3
"BP" "GO:1901522" "positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "HIF1A/VEGFA/NFE2L2" 3
"BP" "GO:1902065" "response to L-glutamate" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "FYN/BCL11A/IGF1R" 3
"BP" "GO:2000095" "regulation of Wnt signaling pathway, planar cell polarity pathway" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "SFRP2/RSPO3/MLLT3" 3
"BP" "GO:2001032" "regulation of double-strand break repair via nonhomologous end joining" "3/334" "11/9111" 0.00646934446470064 0.0181712938226847 0.00962720781688993 "DEK/HMGA2/PRKDC" 3
"BP" "GO:0007595" "lactation" "4/334" "21/9111" 0.00647387073499317 0.0181712938226847 0.00962720781688993 "HIF1A/CCND1/VEGFA/CREB1" 4
"BP" "GO:0014741" "negative regulation of muscle hypertrophy" "4/334" "21/9111" 0.00647387073499317 0.0181712938226847 0.00962720781688993 "JARID2/YY1/FOXP1/PPARG" 4
"BP" "GO:0021587" "cerebellum morphogenesis" "4/334" "21/9111" 0.00647387073499317 0.0181712938226847 0.00962720781688993 "GLI1/SMO/MAP2K1/PTPN11" 4
"BP" "GO:0055094" "response to lipoprotein particle" "4/334" "21/9111" 0.00647387073499317 0.0181712938226847 0.00962720781688993 "PPARG/AKT1/SYK/MYD88" 4
"BP" "GO:0022602" "ovulation cycle process" "5/334" "33/9111" 0.00655001089752128 0.0183456408007662 0.00971957738653181 "PGR/ESR1/INHBA/PDGFRA/SRC" 5
"BP" "GO:0031670" "cellular response to nutrient" "5/334" "33/9111" 0.00655001089752128 0.0183456408007662 0.00971957738653181 "COL1A1/FGF23/MDM2/PIM1/FES" 5
"BP" "GO:0046640" "regulation of alpha-beta T cell proliferation" "5/334" "33/9111" 0.00655001089752128 0.0183456408007662 0.00971957738653181 "JAK2/TYK2/CD274/SYK/CARD11" 5
"BP" "GO:0140014" "mitotic nuclear division" "12/334" "144/9111" 0.00655742739580017 0.0183533131962339 0.00972364224544286 "IGF1/CDC42/TRIP13/AURKA/PDGFB/HOXA13/NUF2/MKI67/LRP5/IGF2/INSR/AURKB" 12
"BP" "GO:0003012" "muscle system process" "17/334" "239/9111" 0.00680704589453729 0.0190383806772376 0.0100865931212898 "JARID2/IGF1/HDAC4/PRKACA/HSP90AA1/YY1/PIK3CG/FOXP1/KCNJ5/PIK3CA/CXCR4/PPARG/IL6ST/GATA6/KIT/ATP1A1/HDAC2" 17
"BP" "GO:0003170" "heart valve development" "6/334" "47/9111" 0.00700993972950949 0.0195640138681332 0.0103650752158278 "GATA3/SOX9/NOTCH2/MDM2/HEY1/MDM4" 6
"BP" "GO:0046635" "positive regulation of alpha-beta T cell activation" "6/334" "47/9111" 0.00700993972950949 0.0195640138681332 0.0103650752158278 "JAK2/TYK2/RARA/ITPKB/SYK/CARD11" 6
"BP" "GO:0055006" "cardiac cell development" "6/334" "47/9111" 0.00700993972950949 0.0195640138681332 0.0103650752158278 "IGF1/YY1/VEGFA/FOXP1/INHBA/PDGFRA" 6
"BP" "GO:1901988" "negative regulation of cell cycle phase transition" "11/334" "128/9111" 0.00724798322293957 0.020213991589776 0.0107094354283512 "TRIP13/CCND1/INHBA/MDM2/KLF4/CUL4A/NUF2/AURKB/PTPN11/SOX2/PRKDC" 11
"BP" "GO:0045639" "positive regulation of myeloid cell differentiation" "7/334" "62/9111" 0.00727434720353184 0.0202443534940844 0.0107255212594068 "HIF1A/MPL/CREB1/INHBA/NOTCH2/FES/PRKDC" 7
"BP" "GO:1902749" "regulation of cell cycle G2/M phase transition" "7/334" "62/9111" 0.00727434720353184 0.0202443534940844 0.0107255212594068 "AURKA/CDK6/CCND1/CDK4/BRD4/AURKB/PBX1" 7
"BP" "GO:2001056" "positive regulation of cysteine-type endopeptidase activity" "7/334" "62/9111" 0.00727434720353184 0.0202443534940844 0.0107255212594068 "FYN/JAK2/HIP1/PPARG/MYC/SYK/FOXL2" 7
"BP" "GO:0042770" "signal transduction in response to DNA damage" "9/334" "94/9111" 0.00738301591265852 0.0205322143453381 0.0108780308310646 "BCL3/DDX5/CCND1/MDM2/CUL4A/PPM1D/PTPN11/MDM4/PRKDC" 9
"BP" "GO:0001755" "neural crest cell migration" "5/334" "34/9111" 0.00745378648298876 0.0206412548759689 0.0109358008423302 "CDC42/SOX10/HIF1A/SMO/FGF19" 5
"BP" "GO:0002562" "somatic diversification of immune receptors via germline recombination within a single locus" "5/334" "34/9111" 0.00745378648298876 0.0206412548759689 0.0109358008423302 "YY1/BCL6/TNFSF13/STAT6/PRKDC" 5
"BP" "GO:0016444" "somatic cell DNA recombination" "5/334" "34/9111" 0.00745378648298876 0.0206412548759689 0.0109358008423302 "YY1/BCL6/TNFSF13/STAT6/PRKDC" 5
